step,agv_actor_loss,agv_value_loss,agv_entropy,agv_approx_kl,pick_actor_loss,pick_value_loss,pick_entropy,pick_approx_kl
1024,0.19714366365224123,0.0780301372287795,4.519188761711121,1.5506017543375492,0.21305471705272794,0.0395239848876372,4.406041495501995,1.898791927844286
2048,0.07810115849133581,0.03131308720912784,3.598537676036358,0.5402975976467133,0.10683916747802868,0.009742769063450396,2.9703273475170135,0.68527692835778
3072,0.014513027796056122,0.013834552708431147,3.033272996544838,0.22116936836391687,0.032934331698925234,0.0060556481876119506,2.199750140309334,0.34464556723833084
4096,-0.007771068310830742,0.019360399106517434,2.890032149851322,0.18321450566872954,0.005247841676464304,0.003475768957287073,1.9565971083939075,0.2424074662849307
5120,0.09632165799848735,0.010851658866158687,2.8570142835378647,0.3757387809455395,0.010208585939835757,0.0030675620891997823,1.7303054109215736,0.22629376128315926
6144,0.06195450731320307,0.012199943055748008,2.8673458620905876,0.6462098117917776,0.011392559390515089,0.002053151665677433,1.4446129500865936,0.22585523268207908
7168,0.06480922986520454,0.0033255034577450715,2.750882178544998,0.46195856761187315,-0.007178387604653835,0.0011733783594536362,1.300822764635086,0.184486648067832
8192,0.0512598792265635,0.006260916401515715,2.702393099665642,0.5704940930008888,0.0054517381358891726,0.0028193133694003336,1.216520119458437,0.1524963015690446
9216,0.044982280960539356,0.004799480964720715,2.670079782605171,0.4404421001672745,0.0025439073069719598,0.002904353958001593,1.297356303781271,0.16771593177691102
10240,0.05086058410233818,0.0070034217642387375,2.612752467393875,0.5025341026484966,-0.014101796550676227,0.0021396531592472456,1.2862585447728634,0.16047512833029032
11264,0.02420291068847291,0.00585300920647569,2.570833534002304,0.317455830052495,-4.78779838886112e-05,0.0009259811904485105,1.2115041874349117,0.15371609199792147
12288,0.0049969389801844954,0.0040230498743767384,2.501465119421482,0.21591140050441027,0.0031134943128563464,0.0024794677328827675,1.2914436012506485,0.15683307871222496
13312,0.02553758466092404,0.001397698231812683,2.425423890352249,0.3046234864741564,-0.007328409905312583,0.0008055768948906916,1.2584912329912186,0.13882226450368762
14336,0.016898307119845413,0.0004895336687695817,2.45189555734396,0.2803763747215271,-0.01220111626025755,0.0002523705168187007,1.215513240545988,0.1450500851497054
15360,0.006562989496160299,0.003966385764215374,2.015176370739937,0.23021853435784578,-0.0013222153211245313,0.004181777527264785,1.1303673721849918,0.13187906588427722
16384,-0.005266750726150349,0.009014542418299243,1.1535022538155317,0.11315528652630746,-0.004424177925102413,0.007571637164801359,1.6596401035785675,0.22059397166594863
17408,-0.0007962629024405032,0.001971415462321602,1.6276936866343021,0.1657386338338256,0.008280036272481084,0.005437941770651378,1.2639800980687141,0.15696910442784429
18432,0.005553983792196959,0.0015988850900612306,1.5378650650382042,0.13985366141423583,-0.02702887001214549,0.0013473304588842439,1.241845265030861,0.1357845210004598
19456,0.006165453189169057,0.0009498493254795903,1.4496873058378696,0.12958869221620262,-0.010928081290330738,0.0003359478669153759,1.3128857836127281,0.14847620157524943
20480,-0.014664143382105976,0.012041235815559048,1.666177462786436,0.22883744165301323,-0.01911598609876819,0.013094952118990477,1.3322475925087929,0.1737245712429285
21504,-0.017322231287835166,0.006817054818384349,1.28811189904809,0.14075813489034772,-0.01015916295000352,0.0024221481926360866,0.8932905551046133,0.10268146696034819
22528,-0.01000818784814328,0.011423808013205417,1.5602023713290691,0.2154263025149703,0.0008153370581567287,0.00874749818467535,0.8487253021448851,0.09715317084919661
23552,0.007226903486298397,0.009414286949322559,1.1232150811702013,0.13288464024662971,-0.007066709396895021,0.004483742632146459,1.22405518963933,0.16412498499266803
24576,-0.008472283923765644,0.0038744528210372664,1.2413117922842503,0.11495703784748912,-0.0334603737865109,0.002036678128206404,1.2099786698818207,0.17002252908423543
25600,-0.01741593421320431,0.013212440549978055,1.348788633942604,0.14382004272192717,-0.03262375254416838,0.002657651733898092,1.5867523811757565,0.2830410026945174
26624,0.0032080272067105398,0.009244846951332875,1.5243441611528397,0.1809628987684846,0.01138506799179595,0.0037123820002307184,0.7501228982582688,0.1027323673479259
27648,-0.0104745236603776,0.006663848260359373,1.6551890075206757,0.20390518056228757,-0.0028087306127417833,0.0036858140483673196,1.051464982330799,0.1285429617855698
28672,-0.013158881760318764,0.004048623271955876,1.5577043928205967,0.19990374566987157,0.008108746871585026,0.0027916697781620314,1.1273283455520868,0.12959941709414124
29696,0.0008327059331350029,0.006696371492580511,1.1816703155636787,0.1312391629908234,-0.005952486098976806,0.0030366469000000507,1.3425780199468136,0.16251820558682084
30720,-0.014049321092898026,0.009151470614597201,1.4496463611721992,0.1733403077814728,-0.025362428365042433,0.004744899924844503,1.2148327212780714,0.16236345726065338
31744,-0.005455957580124959,0.0085132480453467,1.479648757725954,0.17051105061545968,0.017091631540097296,0.005966655779047869,0.5878492090851068,0.11378721008077264
32768,-0.00978175236377865,0.00435182913497556,1.4871797189116478,0.1744514941237867,-0.025253417727071792,0.001729592553601833,0.7250965926796198,0.07928126433398575
33792,-0.0016893848660402,0.00420862721875892,1.2853823825716972,0.1392409303225577,-0.012157922494225204,0.0007938452463349677,0.6410883218050003,0.0775111336261034
34816,-0.005523409170564264,0.0007218948449008167,1.1811183467507362,0.11869423394091427,0.0031201111123664305,0.00020473150357247505,0.36881023179739714,0.033485234482213855
35840,-0.014124122011708096,0.009944124351022765,1.6771094650030136,0.20394238037988544,-0.013772997132036835,0.005249835303402506,1.2933757426217198,0.21475982503034174
36864,0.0028727092867484316,0.005241741855570581,1.3190435506403446,0.14481881051324308,-0.010017700056778267,0.0007315372013181332,1.2467113118618727,0.1790741749573499
37888,-0.0034653413167688996,0.003364343665452907,1.611851368099451,0.1877084574662149,-0.01075738984218333,0.0024262929891847307,1.2487947195768356,0.17470623017288744
38912,-0.0052896703709848225,0.0029671615848201327,1.7555879354476929,0.2130103693343699,-0.0033233799622394145,0.002660863712662831,1.6109910123050213,0.3153161993250251
39936,-0.00419351075834129,0.0006474946339949383,1.4938182458281517,0.1657584640197456,0.01078787847654894,0.0002499016277397459,1.011227410286665,0.20719133270904422
40960,-0.019794469139014836,0.012123713153414428,1.4320387728512287,0.1831273385323584,-0.024254421034129336,0.01119697737522074,1.4559925738722086,0.23661572369746864
41984,-0.006635022058617324,0.02173532813321799,1.453343078494072,0.1807961305603385,0.0032279208971885964,0.009563411382259801,0.36573486123234034,0.04574665398104116
43008,-0.009983420633943751,0.0030649623804492876,1.3334198296070099,0.15618010703474283,0.00207995405071415,0.0014813077677899855,0.2403337019495666,0.01747113768942654
44032,-0.004761397183756344,0.0020841381556238048,1.3684188276529312,0.1631971844471991,-0.0021275799081195146,0.0007805293098499533,0.31756362318992615,0.024832416442222893
45056,-0.012099709507310763,0.002159153162210714,1.512357708066702,0.18522829096764326,-0.022689291610731743,0.002849413565854775,2.231468189507723,0.5552714181831107
46080,-0.010684737950214185,0.0047701018738735,1.2558670323342085,0.14859352190978825,-0.025632275501266122,0.003856211234960938,1.1079399809241295,0.1556671354919672
47104,-0.0023933910415507853,0.00678013503056718,1.4899093359708786,0.19907281175255775,0.0063709335518069565,0.005356706002203282,0.6196588538587093,0.07696509442757815
48128,-0.0026847864064620808,0.005825633677886799,1.3789087980985641,0.17093826364725828,0.00042515111272223294,0.0026554636606306303,1.1534662581980228,0.18228526739403605
49152,-0.006006406038068235,0.0036833983067481313,1.4407350607216358,0.16675085853785276,-0.01232321874704212,0.0012872346960648429,1.0935622714459896,0.15684951352886856
50176,-0.043602775200270116,0.004534591203992022,1.7823072001338005,0.27806475618854165,-0.03973845357540995,0.001967091258848086,1.7693452909588814,0.3614001804962754
51200,-0.0002383137762080878,0.004673106363043189,0.17071588709950447,0.01266947915428318,0.001434855759725906,0.0016333278617821634,0.1431492583360523,0.010807774844579399
52224,5.218583100941032e-05,0.00349801000993466,0.27860947139561176,0.022876272560097277,-0.015335056377807632,0.0008827349884086289,0.6885750377550721,0.09432094427756965
53248,-0.004174108995357528,0.0003614763481891714,0.4674824741668999,0.05131833045743406,-0.0025718545948620886,0.00022882717564698396,0.4353331667371094,0.05622056731954217
54272,-0.011989075050223619,0.0064489978103665635,1.14003911241889,0.1556181062478572,-0.008559806825360283,0.00433519887883449,1.4603450745344162,0.2914917883463204
55296,-0.0225355040456634,0.013588448564405553,1.4570216946303844,0.21654583141207695,-0.0016162817337317392,0.0061134914139984176,1.5015435926616192,0.3199074901640415
56320,-0.008155850853654556,0.005479178798850626,1.066872613504529,0.14377892995253205,-0.009916359558701515,0.003425387702009175,1.2922235056757927,0.1859916273970157
57344,-0.0012883300660178065,0.009465807495871559,1.26226344704628,0.1730680144391954,0.0007040517084533349,0.005022019046009518,1.2750267945230007,0.19622824084945023
58368,-0.004133859765715897,0.00768647127551958,1.3459915444254875,0.17525267554447055,-0.010560415670624934,0.0014577636702597374,1.1647768542170525,0.1618821956217289
59392,-0.0006372955976985395,0.003901510794094065,1.4150625616312027,0.18302105041220784,-0.01654462277656421,0.0007317870977203711,1.1859049797058105,0.15852141100913286
60416,-0.049249668678385206,0.002381592521487619,1.4109148681163788,0.23418973060324788,-0.05018074522376992,0.0028970346629648702,1.6108692027628422,0.3676203596405685
61440,-0.004394674295326695,0.005169732845388353,1.219703589566052,0.20107568346429616,-0.010607310265186243,0.004985449246305507,1.7896339800208807,0.391414581798017
62464,0.0006449661304941401,0.0060280660254647955,1.5877594351768494,0.26023218780755997,-0.004293772100936621,0.0055381321035383735,1.4081271085888147,0.27754569612443447
63488,0.008519742739736103,0.0023188373270386364,0.8533952888101339,0.09129866468720138,0.007021214987616986,0.0012729036752716638,0.7768758684396744,0.11921638017520308
64512,-0.001646917691687122,0.0005392875859797641,1.2459732703864574,0.1437940497417003,-0.0029397308826446533,0.0004569177185658191,0.8479177914559841,0.11840394092723727
65536,-0.03925146287656389,0.012015087013423909,1.4994422234594822,0.22481844015419483,-0.03310444572707638,0.004372156472527422,1.383669065311551,0.2537081837654114
66560,0.0008491686021443456,0.012775708106346428,1.4205990172922611,0.224383894354105,-0.004404144739964977,0.0026324978571210522,1.0442855060100555,0.15513994719367474
67584,0.0023684875341132283,0.009776802093256265,1.0340466126799583,0.12620807299390435,0.0025444375060033053,0.0011362190089130308,0.8570614624768496,0.09603302669711411
68608,-0.0039793074247427285,0.006865388000733219,1.1725571490824223,0.1527361050248146,-0.00397198720020242,0.002460454576066695,1.2805099487304688,0.15636913990601897
69632,-0.009423940675333142,0.004472756067116279,1.1687528640031815,0.15771181415766478,-0.0087409291008953,0.0023591004883201094,1.6959494017064571,0.24442715430632234
70656,-0.018269726875587367,0.00840685285947984,0.9234155938029289,0.12392083765007555,-0.02225386566715315,0.004868752264883369,1.558443196117878,0.24891341757029295
71680,-0.008167662352207117,0.0036224955147190485,1.4121101573109627,0.20950345089659095,-0.0017424177640350536,0.0027810037245217245,1.0421781484037638,0.13265042030252516
72704,0.009916132752550766,0.006709107328788377,1.022941004484892,0.13865155959501863,-0.019968110442277975,0.0009223351225955412,1.004569135606289,0.137576105305925
73728,-0.002723816425714176,0.0027905152492166962,1.5282061770558357,0.20814957469701767,-0.00908943303511478,0.00023049425863064243,0.948642959818244,0.1168269207701087
74752,-0.003296159877208993,0.002982769463415025,1.401354793459177,0.17984262201935053,-0.0014404765388462692,0.0025033510301000206,1.2821473684161901,0.1701500923372805
75776,-0.02198702856549062,0.0153126580407843,1.4071821458637714,0.1881408402696252,-0.04253565438557416,0.01106456333945971,1.2705093491822481,0.20440983306616545
76800,-0.010694550059270114,0.014975585887441412,1.4107676930725574,0.1895823534578085,0.005088355872430839,0.004356510220532073,1.3467576298862696,0.22483709477819502
77824,0.001193641423014924,0.004219959519105032,1.2443741522729397,0.1499744460452348,-0.01261199510190636,0.0008029300533962669,1.1204315219074488,0.15878218016587198
78848,-0.0035260504810139537,0.007416552951326594,1.4061196520924568,0.1741624716669321,-0.007174482365371659,0.004800307870027609,1.5273487493395805,0.31498494977131486
79872,-0.0050319573492743075,0.0033267234612139873,1.3974085338413715,0.1535932880360633,0.00890049955341965,0.0010854345091502182,0.5128561984747648,0.09911760839167982
80896,-0.036403365156729706,0.008222888551244978,1.5784601159393787,0.253063807496801,-0.011510335141792893,0.0031424173721461557,0.9468426974490285,0.15844461746746674
81920,0.004177019349299371,0.012516779766883701,1.2175844963639975,0.1733855726197362,-0.013879186328267679,0.006794942470151,1.4777530655264854,0.237351446878165
82944,-0.011148529796628281,0.005670748629199807,1.3497752211987972,0.177894223947078,-0.007833810203010216,0.004346925161371473,1.4606607481837273,0.2580756121315062
83968,0.0005552366201300174,0.0019001178661710583,1.0342289954423904,0.11805707565508783,-0.0024676327157067135,0.0018928233912447467,1.1158495154231787,0.1711047012358904
84992,-0.0038941536331549287,0.000586738035963208,1.2490080669522285,0.14753375947475433,-0.005629813327686861,0.000466265188606485,1.023517994210124,0.14114423003047705
86016,-0.03511501621687785,0.006718648030073382,1.5535762030631304,0.25092777609825134,-0.04064986086450517,0.00802035763990716,1.5338993482291698,0.2971268268302083
87040,0.007876557327108458,0.007558861776487902,0.8075755694881082,0.1089882031083107,0.015926599560771137,0.006756721879355609,0.5805565882474184,0.11505050060804933
88064,-0.006975497948587872,0.0027808599697891623,1.3581803105771542,0.1684642662294209,-0.005023046745918691,0.002951127526102937,1.1572224777191877,0.20481435669353232
89088,-0.001728003946482204,0.002875037524063373,1.3375198356807232,0.15865865722298622,-0.0006150274712126702,0.0006551376518473262,1.0067210029810667,0.15865160315297544
90112,-0.03336532841785811,0.002658754980075173,1.6975659616291523,0.24346750741824508,-0.01838843841687776,0.00243486244653468,1.4101364314556122,0.21850192733108997
91136,-0.01701208410668187,0.0040590522476122715,0.8563219308853149,0.13467405963456258,-0.03645868774037808,0.00048345142931793816,1.062340073287487,0.1762232497567311
92160,0.0019024042412638664,0.01021086418768391,1.2956350911408663,0.20803642831742764,-0.014424316090298817,0.005137192034453619,1.7728774584829807,0.364112691488117
93184,-0.005242190716671757,0.00806715836370131,1.2909360025078058,0.17644206900149584,0.01387411667383276,0.000958739989073365,1.1653548246249557,0.27442275593057275
94208,-0.00020752573618665338,0.004102510971279116,1.208423886448145,0.15375064266845584,-0.01605983733315952,0.00038154425283210003,1.1191605757921934,0.17886279709637165
95232,-0.058903282188111916,0.0030904468239896232,1.8912496455013752,0.3637985559180379,-0.05423748728935607,0.008660710314870812,2.2164626233279705,0.6937542869709432
96256,-0.006224943470442668,0.014329404395539314,0.6942214127629995,0.08588163205422461,-0.0029836559551768005,0.004804088923265226,0.6667935773730278,0.11434306204319
