step,total_steps,agv_actor_loss,agv_value_loss,agv_entropy,agv_approx_kl,pick_actor_loss,pick_value_loss,pick_entropy,pick_approx_kl
1024,1024,0.203070139978081,0.024512948672054335,4.520220845937729,1.3341641761362553,0.2823175131343305,0.02294370576419169,4.340753421187401,3.81895599514246
2048,2048,0.11057056812569499,0.027934483718127012,3.864292398095131,0.7577628903090954,0.2055861782282591,0.004147796549659688,1.4097086004912853,3.3989365994930267
3072,3072,0.08624442353175255,0.012992708463571034,3.5067684054374695,0.57356689684093,0.14820929104462266,0.0018150665582652437,0.9796585384756327,4.410245552659035
4096,4096,0.03969521675026044,0.005554996809223667,3.347483716905117,0.38612252101302147,0.2865610928274691,0.0007599671794196183,2.6743925996124744,3.699682265520096
5120,5120,0.11311622988432646,0.0033466635577497073,3.3169669583439827,0.4528050683438778,0.17865547025576234,0.0012233341049068258,2.6279604211449623,1.035536641255021
6144,6144,0.0977731158491224,0.015687738778069615,3.176060311496258,0.7040788363665342,0.12487589416559786,0.00620417181198718,0.9589246232062578,1.75614545494318
7168,7168,0.09421806270256639,0.009199848107527941,2.922158882021904,0.6292709968984127,0.057663358573336154,0.0028954042463738006,1.17509014159441,1.1802912838757038
8192,8192,0.05158494648640044,0.0044248997219256125,2.8046886026859283,0.4572101226076484,0.27346934261731803,0.0022029647770978045,2.70122541859746,3.809125319123268
9216,9216,0.09340035927016288,0.007609887434227858,2.859103210270405,0.6318803802132607,0.1519543181057088,0.0036827200801781146,1.5894799903035164,1.5905479583889246
10240,10240,0.05833953959518112,0.008539718968677334,2.8031752184033394,0.6496540904045105,0.0744813367491588,0.004454951544175856,0.6016553193330765,1.2696713265031576
11264,11264,0.13717159372754395,0.014196646021446213,2.7999666035175323,0.9512065518647432,0.060137705702800304,0.00560040281561669,1.0346410702914,1.395681507885456
12288,12288,0.07378624816192314,0.009310542212915607,2.686900056898594,0.6279774773865938,0.05004373978590593,0.003723498826730065,1.231662392616272,0.7423759195953608
13312,13312,0.10422499116975814,0.006888918767799623,2.6685425117611885,0.7541068065911531,0.026491125085158274,0.002629039325256599,1.2794316671788692,0.6846255920827389
14336,14336,0.10506644006818533,0.004897635510133114,2.53145319968462,0.8077268470078707,0.09562692197505385,0.0017893961558002047,1.2328899018466473,1.850657232105732
15360,15360,0.08184592387988232,0.009496231519733556,2.5025884211063385,0.8488203473389149,0.06911542313173413,0.003732897330337437,1.123549086973071,1.5709548816084862
