step,agv_actor_loss,agv_value_loss,agv_entropy,agv_approx_kl,pick_actor_loss,pick_value_loss,pick_entropy,pick_approx_kl,agv_grad_norm,pick_grad_norm
1024,0.10118818690534681,0.9344797525554895,4.5498650670051575,1.706827662885189,0.1356279847677797,1.589867191389203,4.522401794791222,1.8533765636384487,0.7024020683020353,1.446806626394391
2048,0.09191836704849266,0.8756981492042542,4.07195407897234,0.9952732473611832,0.11295334249734879,1.1751591358333826,3.690190151333809,1.2057500276714563,0.8277320759370923,1.659802358597517
3072,0.05708884590421803,1.352229043841362,3.2720841839909554,0.7361649237573147,0.051764587115030736,1.9830074794590473,2.696036010980606,0.5591229889541864,1.1741425935178995,2.369043219834566
4096,0.044706062573823147,0.9730628710240126,2.6518695428967476,0.560391616076231,0.027304492832627147,1.2215713318437338,1.925720639526844,0.35775150265544653,0.9689108673483133,1.6339907478541136
5120,0.034192190010799095,0.18417460890486836,2.181829996407032,0.30573197919875383,-0.0006324260466499254,0.30681381886824965,1.4269276931881905,0.20225669397041202,0.8278669258579612,1.751669161953032
6144,0.004036028141854331,0.43390115117654204,1.7882810831069946,0.23209400242194533,-0.003397746098926291,0.5398729112930596,1.2559994645416737,0.15558263659477234,0.5579041503369808,1.1546948943287134
7168,-0.0031083166832104325,0.6909066708758473,1.5916217342019081,0.19049166655167937,0.004817534907488152,0.9255181178450584,1.4107895754277706,0.19429195718839765,0.8287668647244573,1.8390985261648893
8192,-6.3666797359474e-05,1.3805815503001213,1.7398808896541595,0.21352928364649415,-0.0004874036385444924,1.8659646920859814,1.3877254873514175,0.1831598342396319,1.1766605153679848,2.567916691303253
9216,-0.0022530932910740376,0.16171266930177808,1.6171109266579151,0.18107545422390103,-0.0023597537947352976,0.07108274369966239,1.265983171761036,0.16457703011110425,0.5588033790700138,0.8492851797491312
10240,-0.003313934721518308,0.897134106606245,1.7243507206439972,0.1957789957523346,0.003544678242178634,1.3198893200606108,1.2539599165320396,0.15432279324159026,1.2448408547788858,2.3032114803791046
11264,-0.00017762659990694374,0.9475504849106073,1.559837531298399,0.16708356235176325,-0.006621558975894004,1.544622240588069,1.1062274239957333,0.12218063976615667,1.0362237598747015,2.982743591070175
