step,total_steps,agv_actor_loss,agv_value_loss,agv_entropy,agv_approx_kl,pick_actor_loss,pick_value_loss,pick_entropy,pick_approx_kl
1024,1024,0.19134833686985075,0.05014770437264815,4.498731315135956,1.3485229760408401,0.27939143124967813,0.028842906380305067,4.556044176220894,4.194633394479752
2048,2048,0.11004259949550033,0.021018090308643878,3.7503452077507973,0.7631346900016069,0.28249678760766983,0.0063107796013355255,4.247899666428566,3.8343053832650185
3072,3072,0.10513409762643278,0.02129607438109815,3.261549212038517,0.6468871794641018,0.2356437318958342,0.005364177122828551,3.4172077775001526,3.22879446297884
4096,4096,0.10579691221937537,0.02236249018460512,3.184300057590008,0.6453153565526009,0.1567039331421256,0.004623412067303434,1.4083522893488407,3.1318416222929955
5120,5120,0.09178520063869655,0.014649825461674482,3.0652039647102356,0.6401587259024382,0.21927706990391016,0.005590795808529947,2.3879274651408195,3.846616692841053
6144,6144,0.1094026998616755,0.01581815880490467,2.785138227045536,0.8405832480639219,0.16426565824076533,0.0073906682373490185,1.4464782364666462,2.7438717037439346
7168,7168,0.11899897316470742,0.016706945112673566,2.577532298862934,0.7928443010896444,0.14366295165382326,0.007047359744319692,1.5486363023519516,1.6405911408364773
8192,8192,0.09218807937577367,0.014991703603300266,2.6090560480952263,0.6909189336001873,0.16990086599253118,0.0071899735849001445,1.6024022437632084,1.9015783853828907
9216,9216,0.1073699074331671,0.011949052204727195,2.5877213403582573,0.7038157284259796,0.169704016065225,0.005900493233639281,1.1818365789949894,1.824064441025257
10240,10240,0.10092200292274356,0.01039244158891961,2.617835931479931,0.7323333099484444,0.1755046716425568,0.006295699735346716,1.336524773389101,1.8775779344141483
11264,11264,0.11781995161436498,0.010890956094954163,2.7651476114988327,0.7998004611581564,0.0308841264777584,0.007031571411062032,0.9665993023663759,0.6599521348252892
12288,12288,0.07870898157125339,0.007951301187858917,2.641781561076641,0.5917311813682318,0.009595729497959837,0.0062590926681878045,0.7094631567597389,0.4186330335214734
13312,13312,0.07677575957495719,0.005751834003604017,2.6627711057662964,0.5931970849633217,-0.01305688582942821,0.0031172027629509103,0.6683616973459721,0.16529900999739766
14336,14336,0.07940121227875352,0.0037348673213273287,2.5937739983201027,0.5639231186360121,0.09594173106597736,0.0030633612332167104,0.7543591875582933,0.5440201992169023
15360,15360,0.0582573776046047,0.005232198476733174,2.5837224051356316,0.7350185718387365,0.015256588871125132,0.007660356779524591,1.435569528490305,0.8043029401451349
16384,16384,0.10620410344563425,0.005762933840742335,2.5142297223210335,0.9081886373460293,0.060130979923997074,0.013619249089970253,1.5141351446509361,1.2225470449775457
17408,17408,0.06393823295366019,0.0065698551188688725,2.4289371594786644,0.59523238055408,0.005019231728510931,0.008415617776336148,1.1529916562139988,0.9279821384698153
18432,18432,0.10035870014689863,0.005743463181715924,2.4533768072724342,0.8620331399142742,0.06304546835599467,0.005860512377694249,0.6827008631080389,0.6238873712718487
19456,19456,0.08193539810599759,0.004522596420429181,2.564352110028267,0.8922363836318254,0.009951827756594867,0.007641168085683603,0.6072841882705688,0.3041945109143853
20480,20480,0.07884042791556567,0.009177813859423622,2.3912305533885956,0.9920029286295176,0.02281896857311949,0.010541114213992842,1.6058213710784912,0.7406917605549097
21504,21504,0.10662834660615772,0.007975125496159308,2.265860788524151,0.8254280462861061,0.058130147808697075,0.012159777747001499,0.4917056690901518,0.9322581198066473
22528,22528,0.09982783469604328,0.008989043213659897,2.2508654072880745,0.8253124002367258,0.05046929766831454,0.004373196465166984,1.406247466802597,0.6011839574202895
23552,23552,0.0884936701040715,0.009512772536254488,2.2027996703982353,0.9531809277832508,0.04927600498194806,0.01088086464733351,1.5839990675449371,1.0170278381556273
24576,24576,0.09272995148785412,0.008580672452808358,2.2749502062797546,0.9301042333245277,0.053534333914285526,0.009032482819748111,1.1146387588232756,0.8825141862034798
25600,25600,0.12029780237935483,0.023996399926545564,2.1167785301804543,0.7482638824731112,0.0475040667806752,0.00449111353373155,0.453326347284019,0.5271588005125523
26624,26624,0.0859291453671176,0.013454705404001288,2.241304501891136,0.9062480516731739,0.01398653705837205,0.0078073609111015685,0.6855290234088898,0.9563754368573427
27648,27648,0.07449974509654567,0.00732070845697308,2.23041795194149,0.8097690436989069,0.05981400198652409,0.008289385245006997,0.9923940729349852,1.2966263759881258
28672,28672,0.12599956837948412,0.003952448962081689,2.3026297837495804,0.9185302890837193,0.053488226112676784,0.00672275442047976,0.6969058532267809,2.1137221939861774
